,0
1390,0.03330139
1391,-0.0029860735
1392,-0.06969546
1393,-0.07543278
1394,-0.1008092
1395,-0.093228035
1396,-0.08063118
1397,-0.05221677
1398,-0.004425338
1399,0.022173185
1400,0.01884399
1401,0.037068088
1402,0.06395507
1403,0.07495069
1404,0.0823371
1405,0.0856629
1406,0.082046434
1407,0.07969901
1408,0.08119385
1409,0.08433746
1410,0.08393679
1411,0.09341468
1412,0.10304819
1413,0.074369
1414,0.03473194
1415,-0.00045131674
1416,-0.06603604
1417,-0.08142925
1418,-0.1117068
1419,-0.10980777
1420,-0.092127636
1421,-0.061859332
1422,-0.019871086
1423,0.0024786815
1424,-0.01041536
1425,-0.0006384477
1426,0.013941977
1427,0.022740725
1428,0.026650343
1429,0.026940614
1430,0.027639154
1431,0.031455155
1432,0.03256221
1433,0.03097348
1434,0.024649166
1435,0.028517444
1436,0.03337105
1437,0.010802604
1438,-0.016527478
1439,-0.03933076
1440,-0.09485579
1441,-0.101129055
1442,-0.123397134
1443,-0.11730734
1444,-0.09510511
1445,-0.058153726
1446,-0.001033552
1447,0.0336169
1448,0.025221083
1449,0.01958054
1450,0.01727232
1451,0.008183366
1452,0.00046223262
1453,-0.005936089
1454,-0.012084439
1455,-0.014667276
1456,-0.013382174
1457,-0.0042173006
1458,0.002544906
1459,0.019396808
1460,0.03196186
1461,0.016733853
1462,-0.007870413
1463,-0.02800689
1464,-0.08507231
1465,-0.0880657
1466,-0.099768855
1467,-0.08745492
1468,-0.064560175
1469,-0.022245623
1470,0.03386655
1471,0.06884891
1472,0.053718165
1473,0.03303599
1474,0.025293278
1475,0.018535145
1476,0.0064511728
1477,-0.0058548106
1478,-0.011730911
1479,-0.015697606
1480,-0.01400144
1481,-0.0071277544
1482,0.0035180263
1483,0.012483131
1484,0.013099227
1485,-0.0064988155
1486,-0.023906587
1487,-0.03956963
1488,-0.0775147
1489,-0.09220606
1490,-0.11120964
1491,-0.106159754
1492,-0.10170197
1493,-0.0910724
1494,-0.0789965
1495,-0.060931996
1496,-0.044342782
1497,-0.02040103
1498,-0.013198599
1499,0.0006770715
1500,0.004175013
1501,0.0054301806
1502,0.002597563
1503,0.0016071089
1504,0.0004518181
1505,0.007923104
1506,0.018477108
1507,0.021270534
1508,0.011402072
1509,-0.005520886
1510,-0.027366687
1511,-0.0478775
1512,-0.079342216
1513,-0.09286201
1514,-0.115714945
1515,-0.1087201
1516,-0.10890464
1517,-0.104050875
1518,-0.09164415
1519,-0.07995666
1520,-0.06420419
1521,-0.037720185
1522,-0.02950475
1523,-0.020389851
1524,-0.019067746
1525,-0.018743921
1526,-0.021615133
1527,-0.019674268
1528,-0.017708521
1529,-0.009274043
1530,0.003599599
1531,0.011083694
1532,0.026511934
1533,0.013502832
1534,-0.014271656
1535,-0.040525157
1536,-0.09534143
1537,-0.097712904
1538,-0.12572235
1539,-0.11743274
1540,-0.104104444
1541,-0.07499249
1542,-0.021113053
1543,0.002231475
1544,-0.002116954
1545,0.014005316
1546,0.032082185
1547,0.042255923
1548,0.0570533
1549,0.0693433
1550,0.08486166
1551,0.093185805
1552,0.099723734
1553,0.09969281
1554,0.09597829
1555,0.09991754
1556,0.108244196
1557,0.080341764
1558,0.041821696
